unified_sample_key	raw_file_name	raw_file_path	branch_A_cluster_label	branch_B_cluster_label	branch_C_cluster_label	branch_only_consensus_class	confidence_or_agreement_score	notes
154	8acdddb4-3f0d-4b61-8fdd-c187263b3216.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8acdddb4-3f0d-4b61-8fdd-c187263b3216.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
155	54f5fb74-d1b8-4ad8-a1d3-2949ef36653f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/54f5fb74-d1b8-4ad8-a1d3-2949ef36653f.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
156	c1095377-3814-4ab9-a979-1e4c116c2f22.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c1095377-3814-4ab9-a979-1e4c116c2f22.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
157	113df549-f143-4c50-8e18-7c2159bda4eb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/113df549-f143-4c50-8e18-7c2159bda4eb.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
158	5d55672c-be4d-4777-aec8-d6798a272723.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5d55672c-be4d-4777-aec8-d6798a272723.rna_seq.augmented_star_gene_counts.tsv	0	2	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
159	4fa49452-cb75-46c0-a633-42b3f7c4361b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4fa49452-cb75-46c0-a633-42b3f7c4361b.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
160	d745289b-15ab-4923-9590-774b20d8b885.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d745289b-15ab-4923-9590-774b20d8b885.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
161	6b59c7e7-11f7-4326-a849-2e1a6bb9f3e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6b59c7e7-11f7-4326-a849-2e1a6bb9f3e7.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
162	37bae717-22b7-4a28-8768-ab83c62ad8ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/37bae717-22b7-4a28-8768-ab83c62ad8ee.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
163	dc528d13-8cd7-475f-a1c5-d710b36199bb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/dc528d13-8cd7-475f-a1c5-d710b36199bb.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
164	6ce1df69-82de-4672-bdbc-0dc415983095.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6ce1df69-82de-4672-bdbc-0dc415983095.rna_seq.augmented_star_gene_counts.tsv	0	2	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
165	6571f6d5-963a-4ff7-9174-2b4d61c11069.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6571f6d5-963a-4ff7-9174-2b4d61c11069.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
166	f26ac65f-2536-4431-9938-45de5996582e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f26ac65f-2536-4431-9938-45de5996582e.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
167	e08e8902-f526-449f-b645-d29b06d175dd.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e08e8902-f526-449f-b645-d29b06d175dd.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
168	bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
169	efbd20eb-2922-4904-8cf1-88d5bb09ab30.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/efbd20eb-2922-4904-8cf1-88d5bb09ab30.rna_seq.augmented_star_gene_counts.tsv	1	3	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
170	fae111e5-9372-4e6d-8e0d-c158c478afc4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fae111e5-9372-4e6d-8e0d-c158c478afc4.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
171	aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463.rna_seq.augmented_star_gene_counts.tsv	0	2	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
172	86aad7af-3cf5-4941-9ef5-78aafdb57cc3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/86aad7af-3cf5-4941-9ef5-78aafdb57cc3.rna_seq.augmented_star_gene_counts.tsv	2	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
173	b4a1254d-9975-4cc8-88ed-8ad37ac0af82.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b4a1254d-9975-4cc8-88ed-8ad37ac0af82.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
174	63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/63af1588-387b-44a7-97ed-4f73559347c2.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
175	a0cfa49e-93dd-48c9-8a9a-c3dfdb081ae4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a0cfa49e-93dd-48c9-8a9a-c3dfdb081ae4.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
176	3161d1dc-d31c-42ea-b6e4-a92dfac232d5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3161d1dc-d31c-42ea-b6e4-a92dfac232d5.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
177	97f42a19-6ae6-4cd5-b4f5-4777c44324e8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/97f42a19-6ae6-4cd5-b4f5-4777c44324e8.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
178	8ce23744-e0bc-459b-8b6d-8bac6c4ef6d5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/8ce23744-e0bc-459b-8b6d-8bac6c4ef6d5.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
179	fa094819-3bc6-4bc6-92cc-906254bbfa73.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fa094819-3bc6-4bc6-92cc-906254bbfa73.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
180	2463aaf7-9673-4bf2-9e8e-41d01e2379a1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2463aaf7-9673-4bf2-9e8e-41d01e2379a1.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
181	e9c72888-0405-4c66-bcd5-bb56173bdcb2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e9c72888-0405-4c66-bcd5-bb56173bdcb2.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
182	209797f2-6e12-4f02-bea7-fd559305fad4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/209797f2-6e12-4f02-bea7-fd559305fad4.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
183	41bdf255-88ed-4346-9033-7813b2c97d84.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/41bdf255-88ed-4346-9033-7813b2c97d84.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
184	51cf388b-effc-44bd-bd78-5b25878561a2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/51cf388b-effc-44bd-bd78-5b25878561a2.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
185	967e6f4b-8c6b-4498-87c2-330b2c174061.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/967e6f4b-8c6b-4498-87c2-330b2c174061.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
186	aab4bee0-b7a4-4671-b7e3-e11f11abe0e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/aab4bee0-b7a4-4671-b7e3-e11f11abe0e7.rna_seq.augmented_star_gene_counts.tsv	1	3	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
187	92dec9cc-fcd9-4cfc-9bc2-84372e772a5d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/92dec9cc-fcd9-4cfc-9bc2-84372e772a5d.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
188	58d714ce-bdb7-4365-b3f9-a5464237b1d4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/58d714ce-bdb7-4365-b3f9-a5464237b1d4.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
189	2d2d4fdc-063c-4078-9eb9-758384cbeb22.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2d2d4fdc-063c-4078-9eb9-758384cbeb22.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
190	034c42f2-fee6-4196-9c02-24589ce01071.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/034c42f2-fee6-4196-9c02-24589ce01071.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
191	80f616bc-e28d-43b2-b3cb-606962c0d22b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/80f616bc-e28d-43b2-b3cb-606962c0d22b.rna_seq.augmented_star_gene_counts.tsv	2	1	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
192	6afd066b-806e-4568-94d9-ac189d1101af.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6afd066b-806e-4568-94d9-ac189d1101af.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
193	f4a6270e-6932-4d56-aa0b-475377d443b9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f4a6270e-6932-4d56-aa0b-475377d443b9.rna_seq.augmented_star_gene_counts.tsv	2	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
194	328b149f-1c8d-4350-8ed8-a666bdc6a3f9.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/328b149f-1c8d-4350-8ed8-a666bdc6a3f9.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
195	155b64a3-9f0a-4f56-970b-d389caea4af3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/155b64a3-9f0a-4f56-970b-d389caea4af3.rna_seq.augmented_star_gene_counts.tsv	2	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
196	c106d702-1803-4226-a120-f43bc28ae11c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c106d702-1803-4226-a120-f43bc28ae11c.rna_seq.augmented_star_gene_counts.tsv	3	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
197	3b6125da-8c27-4889-a5d1-4bdc697f2a72.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3b6125da-8c27-4889-a5d1-4bdc697f2a72.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
198	c99203bc-27cb-4af5-983f-46d87525a034.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c99203bc-27cb-4af5-983f-46d87525a034.rna_seq.augmented_star_gene_counts.tsv	4	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
199	404948ed-abef-4949-8375-64908c0d52c0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/404948ed-abef-4949-8375-64908c0d52c0.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
200	03ddea6f-d377-4e2a-a59d-91d5c5b6e4ed.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/03ddea6f-d377-4e2a-a59d-91d5c5b6e4ed.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
201	7953f14d-563a-4c41-882e-cce3821547a3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7953f14d-563a-4c41-882e-cce3821547a3.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
202	979a75fb-49bd-48e4-b7b1-1391a67726cb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/979a75fb-49bd-48e4-b7b1-1391a67726cb.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
203	23f3b0c8-dc66-445e-9d05-bd631e00f2ee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/23f3b0c8-dc66-445e-9d05-bd631e00f2ee.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
204	9b1f39e2-a587-4fde-afd2-e0808a7766c1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9b1f39e2-a587-4fde-afd2-e0808a7766c1.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
205	df3438b0-f3c9-4d19-bfe3-685b97b05a3a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/df3438b0-f3c9-4d19-bfe3-685b97b05a3a.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
206	45b03af8-f396-4c1b-809a-5e2aa7ce0769.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45b03af8-f396-4c1b-809a-5e2aa7ce0769.rna_seq.augmented_star_gene_counts.tsv	0	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
207	0de1e059-6f06-44a0-abd3-c42cf2326898.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0de1e059-6f06-44a0-abd3-c42cf2326898.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
208	5990f089-fa26-4ba3-997c-61ff9c7d3dbb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5990f089-fa26-4ba3-997c-61ff9c7d3dbb.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
209	c1c1d4e2-83de-43de-b586-9b375dc91f4d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c1c1d4e2-83de-43de-b586-9b375dc91f4d.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
210	78484ab5-e8f8-4029-b5b2-63629a949e2f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/78484ab5-e8f8-4029-b5b2-63629a949e2f.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
211	b5a77ad0-9041-4392-afde-ff98f1321c97.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b5a77ad0-9041-4392-afde-ff98f1321c97.rna_seq.augmented_star_gene_counts.tsv	2	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
212	9336dd74-2f3f-4c1f-bebf-e4aae364f784.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9336dd74-2f3f-4c1f-bebf-e4aae364f784.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
213	d83433da-3354-4e58-94f6-52d56d296363.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d83433da-3354-4e58-94f6-52d56d296363.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
214	a6a0d0d7-9aea-4403-b5c1-c4f2d420059f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a6a0d0d7-9aea-4403-b5c1-c4f2d420059f.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
215	7aaf54b8-2be8-4b92-91c9-cfc21671dc60.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7aaf54b8-2be8-4b92-91c9-cfc21671dc60.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
216	7a4908be-65e5-4008-8eec-becdc9903c74.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7a4908be-65e5-4008-8eec-becdc9903c74.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
217	3b771109-4c7d-4963-9d89-4ea431c8ad57.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/3b771109-4c7d-4963-9d89-4ea431c8ad57.rna_seq.augmented_star_gene_counts.tsv	0	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
218	388193e4-004b-44b4-9eac-267eab7a9412.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/388193e4-004b-44b4-9eac-267eab7a9412.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
219	22e5949e-2b59-4f74-9c48-ee1cc43032c4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/22e5949e-2b59-4f74-9c48-ee1cc43032c4.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
220	116233db-c003-4224-9359-17f290bf1eea.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/116233db-c003-4224-9359-17f290bf1eea.rna_seq.augmented_star_gene_counts.tsv	0	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
221	d0d080e3-b40d-466e-8b51-58ee3f463667.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d0d080e3-b40d-466e-8b51-58ee3f463667.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
222	9c6e0acf-3b58-4c3f-99f1-460b0aa68693.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9c6e0acf-3b58-4c3f-99f1-460b0aa68693.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
223	37253fe8-4a9a-4076-9244-8cc727d6b432.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/37253fe8-4a9a-4076-9244-8cc727d6b432.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
224	7a13e0f8-ed80-4fc5-985a-f40a6585d416.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/7a13e0f8-ed80-4fc5-985a-f40a6585d416.rna_seq.augmented_star_gene_counts.tsv	2	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
225	5b56daff-2531-46b1-a277-86b88b878c61.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b56daff-2531-46b1-a277-86b88b878c61.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
226	1435785d-a1c3-4f05-a369-74a2134d5986.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1435785d-a1c3-4f05-a369-74a2134d5986.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
227	b556f213-9004-45b1-ab97-09cbac4406c4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b556f213-9004-45b1-ab97-09cbac4406c4.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
228	bd011c84-2d5f-4d9d-97c6-4ed6ad1cf044.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/bd011c84-2d5f-4d9d-97c6-4ed6ad1cf044.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
229	051dc36f-47e2-4d77-b9b9-c5f2d315f5f3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/051dc36f-47e2-4d77-b9b9-c5f2d315f5f3.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
230	4ef577ef-0834-48d7-918d-c2b5df7efaf4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4ef577ef-0834-48d7-918d-c2b5df7efaf4.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
231	b11f8af1-b2a1-474c-a6d7-e28fc0df6885.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b11f8af1-b2a1-474c-a6d7-e28fc0df6885.rna_seq.augmented_star_gene_counts.tsv	2	2	0	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
